Don't know / can't remember,9%,8%,10%,10%,0%,0%,0%,27%,5%,13%,9%,0%,4%,31%,4%,5%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-17. Job seekers allowance - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Job seekers allowance,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,98,88,25,20,21,17,14,0,51,47,88,10,76,12,75,53,23,,,,,,,,,,
Unweighted Base,88,88,17,21,18,17,15,0,48,40,73,15,63,10,62,44,19,,,,,,,,,,
Through a website,67%,61%,76%,46%,78%,68%,65%,0%,61%,74%,75%,0%,87%,0%,88%,88%,85%,,,,,,,,,,
By email,13%,13%,25%,17%,0%,11%,6%,0%,10%,16%,14%,0%,12%,31%,10%,13%,9%,,,,,,,,,,
Over the phone,24%,25%,17%,25%,8%,47%,28%,0%,32%,14%,20%,58%,19%,23%,19%,19%,19%,,,,,,,,,,
Face to face,27%,26%,23%,31%,27%,29%,26%,0%,35%,19%,26%,36%,22%,51%,22%,19%,29%,,,,,,,,,,
Don't know / can't remember,5%,6%,10%,4%,3%,0%,5%,0%,3%,7%,5%,6%,4%,7%,4%,5%,3%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-18. Mock driver theory test - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Mock driver theory test,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,42,44,12,11,6,11,1,0,20,22,41,1,37,4,37,34,3,,,,,,,,,,
Unweighted Base,44,44,11,12,7,13,1,0,21,23,43,1,39,4,38,36,3,,,,,,,,,,
Through a website,77%,77%,76%,75%,77%,80%,100%,0%,89%,67%,79%,0%,86%,0%,88%,85%,100%,,,,,,,,,,
By email,7%,7%,13%,0%,0%,13%,0%,0%,4%,10%,7%,0%,4%,41%,4%,5%,0%,,,,,,,,,,
Over the phone,14%,11%,0%,40%,17%,0%,0%,0%,8%,18%,14%,0%,10%,59%,10%,10%,0%,,,,,,,,,,
Face to face,3%,2%,11%,0%,0%,0%,0%,0%,0%,6%,3%,0%,3%,0%,4%,4%,0%,,,,,,,,,,
Don't know / can't remember,5%,7%,0%,8%,6%,6%,0%,0%,4%,6%,3%,100%,3%,0%,1%,4%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-19. Student loan - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Student loan,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,71,74,41,12,7,9,2,1,31,40,71,0,69,2,69,60,9,,,,,,,,,,
Unweighted Base,74,74,40,14,6,10,3,1,32,42,74,0,71,3,71,60,11,,,,,,,,,,
Through a website,79%,81%,81%,66%,100%,83%,67%,0%,81%,77%,79%,0%,82%,0%,82%,81%,86%,,,,,,,,,,
By email,23%,20%,23%,43%,14%,8%,0%,0%,23%,23%,23%,0%,23%,30%,23%,24%,10%,,,,,,,,,,
Over the phone,15%,16%,8%,20%,40%,10%,33%,100%,18%,13%,15%,0%,16%,0%,16%,16%,10%,,,,,,,,,,
Face to face,19%,16%,21%,22%,26%,0%,33%,0%,21%,17%,19%,0%,18%,39%,18%,19%,14%,,,,,,,,,,
Don't know / can't remember,1%,1%,0%,0%,0%,9%,0%,0%,0%,2%,1%,0%,0%,31%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-20. Planning application - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Planning application,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,71,70,7,12,14,6,15,17,41,31,69,2,61,8,59,54,8,,,,,,,,,,
Unweighted Base,70,70,5,13,14,6,16,16,40,30,67,3,60,7,58,52,8,,,,,,,,,,
Through a website,78%,77%,40%,64%,100%,88%,91%,70%,80%,74%,80%,0%,90%,0%,93%,89%,100%,,,,,,,,,,
By email,13%,13%,46%,19%,0%,13%,13%,6%,19%,6%,13%,0%,8%,54%,9%,6%,26%,,,,,,,,,,
Over the phone,11%,11%,38%,6%,6%,0%,5%,16%,8%,14%,9%,60%,11%,0%,11%,10%,11%,,,,,,,,,,
Face to face,13%,14%,16%,24%,10%,0%,5%,19%,16%,9%,12%,68%,9%,31%,6%,11%,0%,,,,,,,,,,
Don't know / can't remember,2%,1%,0%,10%,0%,0%,0%,0%,0%,4%,2%,0%,0%,15%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-21. Driving licence ten year renewal - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Driving licence ten year renewal,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,80,75,9,18,22,11,5,15,55,25,76,4,70,6,66,62,9,,,,,,,,,,
Unweighted Base,75,75,7,17,21,11,6,13,50,25,70,5,65,5,62,57,8,,,,,,,,,,
Through a website,74%,73%,100%,57%,85%,77%,55%,64%,74%,74%,78%,0%,85%,0%,90%,82%,100%,,,,,,,,,,
By email,11%,12%,7%,10%,15%,6%,0%,17%,14%,6%,12%,0%,9%,49%,6%,10%,0%,,,,,,,,,,
Over the phone,7%,8%,0%,13%,3%,0%,16%,13%,9%,3%,5%,46%,5%,0%,3%,6%,0%,,,,,,,,,,
Face to face,12%,11%,0%,31%,11%,12%,0%,0%,9%,18%,12%,0%,9%,51%,9%,10%,0%,,,,,,,,,,
Don't know / can't remember,5%,7%,0%,0%,0%,17%,29%,6%,5%,6%,2%,55%,3%,0%,3%,3%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-22. Driving licence renewal at age 70 or over - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Driving licence renewal at age 70 or over,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,69,67,4,8,2,2,3,49,45,24,62,7,57,5,52,50,7,,,,,,,,,,
Unweighted Base,67,67,3,9,3,2,3,47,43,24,58,9,53,5,49,47,6,,,,,,,,,,
Through a website,64%,63%,0%,70%,100%,55%,100%,64%,62%,69%,71%,0%,78%,0%,85%,75%,100%,,,,,,,,,,
By email,9%,9%,0%,8%,0%,45%,0%,9%,11%,4%,10%,0%,3%,87%,1%,3%,0%,,,,,,,,,,
Over the phone,10%,13%,0%,16%,0%,0%,0%,12%,9%,13%,5%,54%,5%,13%,5%,5%,0%,,,,,,,,,,
Face to face,12%,12%,100%,30%,0%,0%,0%,5%,15%,6%,13%,9%,14%,0%,12%,15%,0%,,,,,,,,,,
Don't know / can't remember,9%,9%,0%,0%,0%,0%,0%,12%,9%,8%,6%,37%,6%,0%,2%,7%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-23. Driving licence replacement - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Driving licence replacement,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,92,90,10,18,11,19,12,21,63,29,86,7,81,5,76,69,12,,,,,,,,,,
Unweighted Base,90,90,7,16,12,19,15,21,63,27,81,9,76,5,72,65,11,,,,,,,,,,
Through a website,76%,74%,83%,66%,86%,89%,89%,55%,74%,80%,82%,0%,87%,0%,92%,85%,96%,,,,,,,,,,
By email,7%,7%,17%,11%,0%,7%,0%,4%,4%,11%,7%,0%,6%,23%,5%,6%,6%,,,,,,,,,,
Over the phone,11%,12%,0%,26%,13%,7%,0%,13%,10%,12%,8%,50%,8%,14%,6%,9%,0%,,,,,,,,,,
Face to face,8%,8%,0%,9%,14%,4%,0%,19%,10%,5%,7%,32%,5%,34%,2%,6%,0%,,,,,,,,,,
Don't know / can't remember,6%,7%,0%,11%,0%,0%,11%,9%,5%,7%,5%,18%,3%,29%,3%,3%,4%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-24. Provisional driving license - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Provisional driving license,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,67,66,27,17,13,6,1,2,27,41,67,1,62,5,60,55,7,,,,,,,,,,
Unweighted Base,66,66,24,18,13,7,2,2,27,39,65,1,60,5,58,53,7,,,,,,,,,,
Through a website,75%,73%,81%,61%,84%,89%,0%,64%,69%,79%,76%,0%,82%,0%,85%,82%,85%,,,,,,,,,,
By email,16%,15%,14%,21%,14%,11%,52%,0%,14%,17%,16%,0%,12%,63%,12%,12%,15%,,,,,,,,,,
Over the phone,12%,12%,11%,17%,11%,0%,0%,37%,22%,6%,12%,0%,12%,13%,11%,14%,0%,,,,,,,,,,
Face to face,11%,9%,11%,26%,0%,0%,0%,0%,18%,6%,11%,0%,10%,24%,8%,10%,10%,,,,,,,,,,
Don't know / can't remember,4%,6%,7%,0%,3%,0%,48%,0%,4%,4%,3%,100%,4%,0%,4%,4%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-25. Notification of seriously damaged vehicle - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Notification of seriously damaged vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,15,15,4,6,0,3,0,1,7,7,14,1,10,4,9,9,1,,,,,,,,,,
Unweighted Base,15,15,3,8,0,3,0,1,8,7,14,1,10,4,9,9,1,,,,,,,,,,
Through a website,31%,33%,0%,49%,0%,43%,0%,0%,53%,9%,33%,0%,45%,0%,49%,41%,100%,,,,,,,,,,
By email,59%,60%,70%,43%,0%,66%,0%,100%,50%,69%,64%,0%,58%,81%,54%,55%,100%,,,,,,,,,,
Over the phone,20%,20%,0%,28%,0%,34%,0%,0%,25%,15%,13%,100%,11%,19%,13%,12%,0%,,,,,,,,,,
Face to face,20%,20%,30%,25%,0%,0%,0%,0%,9%,30%,21%,0%,19%,26%,21%,14%,100%,,,,,,,,,,
Don't know / can't remember,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2-26. Online permits/exemptions - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Online permits/exemptions,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,37,35,8,10,5,5,2,8,21,16,37,0,34,3,34,32,2,,,,,,,,,,
Unweighted Base,35,35,5,10,5,5,3,7,21,14,35,0,32,3,31,30,2,,,,,,,,,,
Through a website,75%,71%,78%,73%,62%,85%,67%,77%,82%,65%,75%,0%,80%,0%,83%,81%,72%,,,,,,,,,,
By email,17%,20%,22%,14%,15%,15%,0%,23%,18%,16%,17%,0%,16%,28%,14%,16%,28%,,,,,,,,,,
Over the phone,7%,9%,0%,14%,0%,29%,0%,0%,13%,0%,7%,0%,6%,26%,6%,6%,0%,,,,,,,,,,
Face to face,12%,11%,38%,7%,0%,0%,33%,0%,3%,24%,12%,0%,13%,0%,13%,14%,0%,,,,,,,,,,
Don't know / can't remember,6%,6%,0%,13%,23%,0%,0%,0%,0%,15%,6%,0%,3%,46%,3%,3%,0%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,,,,,,,,,,,,,,,,,,,,,,,,,,,
G2. Summary - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,G2. Summary - Where looked for information,,,,,,,,,,,,,,,,,,,,,,,,,
,Unwtd Total,Tax disc (vehicle licence) (a),PAYE (Income Tax) (b),TV Licensing (c),Income Tax Self-Assessment (d),Land Register Official Copy (e),Passport (f),Criminal Records Bureau Check (g),Land Register View (h),"UKBA forms (e.g. for visas, nationality) (i)",Court fines (j),Land Register Official Search (k),Change of driving license address (l),"Birth, death or marriage certificate (m)",Corporation Tax (n),Searched Index Map (SIM) (o),Immigration enquiry (p),Job seekers allowance (q),Mock driver theory test (r),Student loan (s),Planning application (t),Driving licence ten year renewal (u),Driving licence renewal at age 70 or over (v),Driving licence replacement (w),Provisional driving license (x),Notification of seriously damaged vehicle (y),Online permits/exemptions (z)
Base,0,437,137,393,136,26,211,35,33,44,29,28,74,106,30,23,38,98,42,71,71,80,69,92,67,15,37
Unweighted Base,0,426,130,404,133,25,210,36,32,42,30,28,76,106,31,24,36,88,44,74,70,75,67,90,66,15,35
Through a website,0%,77%,78%,72%,80%,58%,77%,63%,78%,68%,56%,52%,72%,60%,65%,57%,61%,67%,77%,79%,78%,74%,64%,76%,75%,31%,75%
By email,0%,4%,8%,6%,13%,21%,6%,15%,11%,25%,26%,20%,6%,9%,18%,31%,14%,13%,7%,23%,13%,11%,9%,7%,16%,59%,17%
Over the phone,0%,6%,13%,10%,12%,34%,10%,11%,14%,15%,27%,13%,7%,14%,17%,12%,22%,24%,14%,15%,11%,7%,10%,11%,12%,20%,7%
Face to face,0%,11%,6%,8%,2%,12%,14%,18%,6%,15%,23%,22%,14%,23%,14%,16%,14%,27%,3%,19%,13%,12%,12%,8%,11%,20%,12%
Don't know / can't remember,0%,6%,5%,6%,8%,8%,4%,11%,6%,2%,4%,10%,6%,5%,0%,4%,9%,5%,5%,1%,2%,5%,9%,6%,4%,0%,6%
,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3-1. Tax disc (vehicle licence) (Where made a transaction),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Tax disc (vehicle licence),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,437,426,37,58,71,83,78,110,241,197,397,41,370,27,355,345,25,,,,,,,,,,
Unweighted Base,426,426,30,58,67,81,86,104,240,186,373,53,349,24,336,323,26,,,,,,,,,,
Through a website,72%,69%,67%,69%,84%,81%,67%,65%,72%,73%,80%,0%,85%,0%,85%,92%,0%,,,,,,,,,,
By email,4%,5%,0%,6%,4%,4%,7%,4%,5%,4%,5%,0%,3%,37%,3%,1%,27%,,,,,,,,,,
Over the phone,4%,4%,9%,5%,0%,2%,1%,8%,5%,3%,2%,24%,2%,10%,2%,1%,6%,,,,,,,,,,
Face to face,15%,18%,15%,14%,10%,11%,18%,20%,16%,14%,9%,70%,7%,42%,7%,6%,27%,,,,,,,,,,
I didn't complete a transaction,4%,4%,5%,3%,2%,3%,7%,2%,2%,5%,4%,4%,3%,5%,4%,1%,38%,,,,,,,,,,
Don't know / can't remember,1%,1%,4%,3%,0%,0%,1%,1%,1%,1%,1%,3%,0%,6%,0%,0%,2%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3-2. PAYE (Income Tax) (Where made a transaction),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - PAYE (Income Tax),,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,137,130,23,25,22,23,20,24,82,55,131,6,120,11,118,96,24,,,,,,,,,,
Unweighted Base,130,130,18,26,21,23,20,22,80,50,122,8,112,10,110,91,21,,,,,,,,,,
Through a website,47%,47%,37%,45%,56%,43%,54%,47%,44%,51%,49%,0%,53%,0%,53%,66%,0%,,,,,,,,,,
By email,8%,7%,6%,4%,10%,6%,9%,10%,9%,5%,8%,0%,7%,21%,7%,4%,17%,,,,,,,,,,
Over the phone,21%,22%,25%,21%,23%,30%,6%,21%,29%,11%,21%,32%,17%,63%,17%,15%,28%,,,,,,,,,,
Face to face,3%,4%,3%,8%,5%,0%,3%,0%,2%,4%,3%,9%,3%,3%,3%,2%,4%,,,,,,,,,,
I didn't complete a transaction,18%,17%,29%,16%,7%,21%,21%,14%,15%,22%,17%,28%,19%,0%,19%,12%,48%,,,,,,,,,,
Don't know / can't remember,4%,3%,0%,7%,0%,0%,7%,8%,1%,8%,2%,31%,1%,13%,1%,1%,3%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3-3. TV Licensing (Where made a transaction),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - TV Licensing,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,393,404,53,74,66,64,65,72,201,192,335,58,312,23,301,288,24,,,,,,,,,,
Unweighted Base,404,404,44,76,66,70,76,72,205,199,323,81,300,23,291,277,23,,,,,,,,,,
Through a website,68%,64%,73%,71%,79%,70%,60%,58%,70%,67%,80%,0%,86%,0%,86%,93%,0%,,,,,,,,,,
By email,4%,4%,0%,6%,5%,5%,4%,4%,4%,5%,5%,0%,1%,58%,1%,1%,9%,,,,,,,,,,
Over the phone,7%,9%,9%,3%,4%,6%,12%,11%,7%,8%,4%,30%,3%,17%,3%,2%,12%,,,,,,,,,,
Face to face,9%,12%,4%,8%,6%,11%,12%,13%,9%,10%,3%,45%,2%,21%,2%,1%,5%,,,,,,,,,,
I didn't complete a transaction,6%,5%,13%,4%,5%,7%,2%,5%,7%,5%,5%,8%,6%,0%,6%,3%,39%,,,,,,,,,,
Don't know / can't remember,5%,6%,0%,7%,1%,2%,10%,9%,4%,6%,3%,17%,3%,5%,3%,0%,35%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3-4. Income Tax Self-Assessment (Where made a transaction),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Income Tax Self-Assessment,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,136,133,12,14,28,26,29,28,77,59,127,8,120,8,116,109,11,,,,,,,,,,
Unweighted Base,133,133,9,17,26,26,29,26,80,53,122,11,115,7,111,105,10,,,,,,,,,,
Through a website,69%,67%,60%,52%,83%,66%,67%,71%,69%,68%,73%,0%,78%,0%,78%,85%,0%,,,,,,,,,,
By email,6%,6%,12%,0%,3%,8%,10%,3%,7%,5%,6%,0%,6%,19%,5%,5%,15%,,,,,,,,,,
Over the phone,6%,8%,0%,23%,0%,8%,7%,6%,7%,5%,5%,31%,4%,9%,5%,5%,0%,,,,,,,,,,
Face to face,4%,3%,17%,10%,4%,5%,0%,0%,5%,4%,4%,13%,1%,44%,1%,0%,13%,,,,,,,,,,
I didn't complete a transaction,11%,11%,11%,5%,9%,13%,14%,9%,8%,14%,9%,40%,8%,18%,8%,3%,61%,,,,,,,,,,
Don't know / can't remember,4%,5%,0%,9%,2%,0%,2%,11%,5%,3%,3%,15%,3%,12%,3%,2%,12%,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,,,,,,,,,,,,,,,,,,,,,,,,,,,
G3-5. Land Register Official Copy (Where made a transaction),,,,,,,,,,,,,,,,,,,,,,,,,,,
All those who have used these government offices online or offline - Land Register Official Copy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,AGE,,,,,,GENDER,,INTERNET USAGE,,INTERNET USERS OF GOVERNMENT SERVICES,,,,,,,,,,,,,,
,Total,Unwtd Total,16-24 (a),25-34 (b),35-44 (c),45-54 (d),55-64 (e),65+ (f),Male (g),Female (h),Internet users (i),Non/ rare internet users (CAN'T) (j),Use the internet for  digital government services (DO) (k),Use the internet but do not use digital government services (CAN BUT DON'T) (l),Online for any services at G2 (m),Online for any services at G3 (n),Online for any services at G2 but not G3 (n),,,,,,,,,,
Base,26,25,3,11,2,5,3,1,14,11,24,2,21,3,21,17,4,,,,,,,,,,
Unweighted Base,25,25,2,12,2,5,3,1,13,12,23,2,20,3,20,17,3,,,,,,,,,,
Through a website,39%,44%,0%,44%,100%,24%,23%,100%,44%,33%,42%,0%,48%,0%,48%,58%,0%,,,,,,,,,,
